ballotid,st,state,stateno,state_fips,state_icpsr,year,ballotname,ballotdescrip,type,electiontype,passed,pctyesvotes,unknownstatus,unofficialvotetotal,topicarea,abort,agricult,animalrights_huntfish,arts_cult,banking_finance,bond_meas,budgets,bus_commerce,civil_conlaw,criminal,drug,econdev,ed_higher,ed_prek12,elections,elections_initiative,energy_electric,environ,ethics_lobby_camfin,fedgov,gambling_lottery,health,humanservices,insurance,judiciary,juvenile_justice,labor_employ,landuse_proprights,legislatures,localgov,military_vet,natresourc,redistricting,stategov,tribalrelat,tax_rev,telecom_it,termlimits,transportation,cumulbystate,totalbystate
LA23,LA,Louisiana,18,22,45,1996 ,Amend. No. 2,Allows donation of abandoned housing by local governments to nonprofit organizations, Legislative Referendum , General,1,70,0,0, Human Services | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,180
LA24,LA,Louisiana,18,22,45,1996 ,Amend. No. 1,Prohibits state and local officials from participating in public retirement systems, Legislative Referendum , General,1,70,0,0, Labor & Employment | Local Government | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,24,180
LA25,LA,Louisiana,18,22,45,1996 ,Constitutional Amendment 1,Local Option on Gaming, Legislative Referendum , Primary,1,73,0,0, Gambling & Lotteries | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,180
LA26,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 18,"Exempt Property Not Exceedind $20,000 in Vidalia", Legislative Referendum , Primary,0,42,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,180
LA27,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 16,Authorize SBCI to Grant Additional 5-Year Renewal ad val., Legislative Referendum , Primary,0,49,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,180
LA28,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 7,"Use Public Funds thru State Infrastructure Banks, etc.", Legislative Referendum , Primary,0,49,0,0, Banking & Financial Services | Budgets ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,180
LA29,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 5,Change Name of Revenue Stabilization/Min. Trust Fund to Budget Stabilization Fund, Legislative Referendum , Primary,1,51,0,0, Budgets ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,180
LA30,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 17,"Authorize Property Tax Sales in Municipalities with a Population of More Than 450,00", Legislative Referendum , Primary,1,52,0,0, Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30,180
LA31,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 2,"Increase Maximum of Severance Tax on Natural Resources, etc.", Legislative Referendum , Primary,1,52,0,0, Natural Resources | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31,180
LA32,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 3,Legislature to Provide Support of Public Hospitals and Higher Education, Legislative Referendum , Primary,1,55,0,0, Budgets | Education: Higher Ed | Health ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,180
LA33,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 13,IEB to Appropriate Funds to Avert Flood Emergency, Legislative Referendum , Primary,1,56,0,0, Budgets ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,180
LA34,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 11,People of Louisiana Shall Have Right to Govern Themselves, Legislative Referendum , Primary,1,56,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,180
LA35,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 15,Tax Breaks for Renovation of Blighted Property, Legislative Referendum , Primary,1,56,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,180
LA36,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 2,Changes the way members are appointed by the Governor to the Board of Regents, Legislative Referendum , General,1,60,0,0, Education: Higher Ed | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,180
LA37,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 14,"Joind. of felony off. in crim. cases, etc", Legislative Referendum , Primary,1,62,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,180
LA38,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 10,"Prohibit State Court from Ordering Levy Tax, etc.", Legislative Referendum , Primary,1,62,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,180
LA39,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 9,Prohibit Felons from Public Office within 15 Years of Sentence, Legislative Referendum , Primary,1,64,0,0, Criminal Justice | Elections ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,180
LA40,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 12,Public Notice of Public Hearing at Which Taxation Authority, Legislative Referendum , Primary,1,64,0,0, Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40,180
LA41,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 1,Creates Community College System, Legislative Referendum , Primary,1,66,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,180
LA42,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 1,Changes the name of the Board of Trustees for State Colleges and Universities to Board of Supervisors for the University of Louisiana System, Legislative Referendum , General,1,66,0,0, Education: Higher Ed | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,180
LA43,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 6,No Bail for Persons Charged with Violent Crime, Legislative Referendum , Primary,1,68,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,180
LA44,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 8,Ceiling on Assessment of Residential Property re: Homestead Exemption, Legislative Referendum , Primary,1,69,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,180
LA45,LA,Louisiana,18,22,45,1998 ,Constitutional Amendment 4,Provides for Rights of the Victim of a Crime, Legislative Referendum , Primary,1,69,0,0, Civil & Constitutional Law | Criminal Justice ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,180
LA46,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 3,Remove constitutional restrictions which prohibit state from having a biennial budget cycle, Legislative Referendum , Primary,0,36,0,0, Budgets ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,180
LA47,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 7,Prohibit reduction of state general fund appropriations below certain amounts for public institutions of higher education, Legislative Referendum , Primary,0,43,0,0, Budgets | Education: PreK-12 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,180
LA48,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 4,Authorize the legislature to supplement police department uniform pay plans from other available funds, Legislative Referendum , Primary,0,46,0,0, Budgets | Labor & Employment | Local Government ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,48,180
LA49,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 1,Prohibit legislature from considering measures which result in an increase in tax liability in an odd-numbered year; other bill introduction limits, Legislative Referendum , Primary,0,46,0,0, Legislatures | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,49,180
LA50,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 10,Ad valorem tax rates for owners of historical property, Legislative Referendum , Primary,0,49,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,180
LA51,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 5,Authorize the donation or exchange of movable surplus property between or among political subdivisions whose functions include public safety, Legislative Referendum , Primary,1,51,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,180
LA52,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 9,"Remove the grant to the school system operated in Wards 9, 10 and 11 of Rapides Parish", Legislative Referendum , Primary,1,51,0,0, Education: PreK-12 | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,180
LA53,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 2,Authorize the state treasurer to invest in stocks monies from the Rockefeller Wildlife Refuge Trust and Protection Fund and the Russell Sage or Marsh Island Refuge Fund, Legislative Referendum , General,1,53,0,0, Budgets | Environmental Protection | Natural Resources ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,180
LA54,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 8,Limit automatic pardon provision to persons convicted of a non-violent crime, Legislative Referendum , Primary,1,54,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,180
LA55,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 3,Grant the Zachary community school system the same authority granted parishes, Legislative Referendum , General,1,56,0,0, Education: PreK-12 | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,180
LA56,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 6,Provide for donation by the state of aslphalt removed from state roads and highways to parish or municipal governing authorities, Legislative Referendum , Primary,1,59,0,0, Local Government | Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,56,180
LA57,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 1,Provide that the governor may not commute sentences or pardon persons convicted of offenses against the state without a favorable recommendation by the board of pardons, Legislative Referendum , General,1,59,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,180
LA58,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 4,Provide that the Louisiana Worker's Compensation Corporation may not be dissolved by repeal of its statutes or the passage of other legislation, Legislative Referendum , General,1,67,0,0, Labor & Employment | Local Government | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,58,180
LA59,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 5,"Provide that the Louisiana Workers' Compensation Corporation shall no longer be exempt or prohibited from participation in any association, guaranty fund or insolvency fund authorized or required pursuant to the Insurance Code", Legislative Referendum , General,1,67,0,0, Insurance | Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,59,180
LA60,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 2,Establish the Millennium Trust and the Louisiana Fund for tobacco settlement monies, Legislative Referendum , Primary,1,70,0,0, Budgets | Drug/Alcohol/Tobacco Policy | Education: PreK-12 | Health ,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,180
LA61,LA,Louisiana,18,22,45,1999 ,Constitutional Amendment 6,"Provide that persons who are 70 years of age or older shall be exempt from jury service and may decline to serve as jurors, but may election to serve if they meet the other qualifications", Legislative Referendum , General,1,70,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,180
LA62,LA,Louisiana,18,22,45,2000 ,Amendment No. 1,Authorizes the creation and abolishment of a corporation as a central source principal economic development organization of the state, Legislative Referendum , General,0,32,0,0, Business & Commerce | Economic Development ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,180
LA63,LA,Louisiana,18,22,45,2000 ,Amendment No. 4,"Authorize local governments to loan or donate revenues to persons, associations or corporations who agree to expand industrial operations and hire local residents", Legislative Referendum , General,0,36,0,0, Business & Commerce | Economic Development | Local Government ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,180
LA64,LA,Louisiana,18,22,45,2000 ,Amendment No. 2,Eliminate state income tax deduction for federal income taxes paid; provide that state income tax rates & brackets shall never exceed the current rates & brackets, Legislative Referendum , General,0,38,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,180
LA65,LA,Louisiana,18,22,45,2000 ,Amendment No. 3,"Exempt food, natural gas, electricity and water from sales & use taxes", Legislative Referendum , General,1,52,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,180
LA66,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 5,"Authorizes the State Board of Commerce and Industry, with the approval of the governor and the affected local governing authorities, to contract for ad valorem tax exemptions with developers of retirement communities", Legislative Referendum , General,0,39,0,0, Business & Commerce | Human Services | Tax & Revenue ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,180
LA67,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 12,Regarding qualifications for the office of coroner in Livingston Parish, Legislative Referendum , General,0,45,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,180
LA68,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 10,"Regarding programs to assist farmers for the development and enhancement of surface water resources, and creates the Drought Protection Trust Fund", Legislative Referendum , General,0,46,0,0, Agriculture | Budgets | Natural Resources ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,180
LA69,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 11,Exemption from ad valorem taxation on drilling rigs used in Outer Continental Shelf waters, Legislative Referendum , General,0,47,0,0, Natural Resources | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69,180
LA70,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 8,Exception to permit institutions of higher education or their respective management boards to invest in stocks of up to 50%, Legislative Referendum , General,0,49,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180
LA71,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 9,Exception to permit investment in stocks of up to 35% of the Medicaid Trust Fund for the Elderly, Legislative Referendum , General,0,49,0,0, Budgets | Human Services ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,180
LA72,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 2,"Regarding the individual and joint income tax schedule of rates and brackets, state sales and use tax reduction, and exemption on certain purchases", Legislative Referendum , General,1,51,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,180
LA73,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 1,Legislative Session, Legislative Referendum , General,1,55,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,180
LA74,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 3,Regarding the procedure for the legislature to adjust appropriations to eliminate a projected deficit, Legislative Referendum , General,1,58,0,0, Budgets | Legislatures ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,180
LA75,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 6,Requires the governor to submit a budget estimate to fully fund state salary supplements for full-time law enforcement and fire protection officers of the state, Legislative Referendum , General,1,63,0,0, Budgets | Labor & Employment | Local Government ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,75,180
LA76,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 7,Deletes requirement that persons qualifying for special homestead exemption assessment level must reapply annually, Legislative Referendum , General,1,68,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,180
LA77,LA,Louisiana,18,22,45,2002 ,Proposed Amendment 4,Regarding removal of public employees from employment due to a felony conviction during employment, Legislative Referendum , General,1,70,0,0, Criminal Justice | Labor & Employment | Local Government | State Government ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,77,180
LA78,LA,Louisiana,18,22,45,2003 ,Ballot Measure 10,Administrative Law, Legislative Referendum , Special,0,40,0,0, Civil & Constitutional Law | Judiciary ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,180
LA79,LA,Louisiana,18,22,45,2003 ,Ballot Measure 13,Local Government, Legislative Referendum , Special,0,41,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,180
LA80,LA,Louisiana,18,22,45,2003 ,Ballot Measure 7,Public Funds for Infrastructure Projects, Legislative Referendum , Special,0,43,0,0, Budgets | Transportation ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,180
LA81,LA,Louisiana,18,22,45,2003 ,Ballot Measure 14,Legislative Auditor, Legislative Referendum , Special,0,48,0,0, Ethics/Lobbying/Campaign Finance | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,180
LA82,LA,Louisiana,18,22,45,2003 ,Ballot Measure 15,Judges' Retirement, Legislative Referendum , Special,1,53,0,0, Judiciary | Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,180
LA83,LA,Louisiana,18,22,45,2003 ,Ballot Measure 12,Contraband, Legislative Referendum , Special,1,55,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,180
LA84,LA,Louisiana,18,22,45,2003 ,Ballot Measure 5,Membership of the Louisiana Workers' Compensation Corporation, Legislative Referendum , Special,1,56,0,0, Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,84,180
LA85,LA,Louisiana,18,22,45,2003 ,Ballot Measure 8,Property Tax Exemption for Drilling Rigs, Legislative Referendum , Special,1,56,0,0, Business & Commerce | Natural Resources | Tax & Revenue ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,85,180
LA86,LA,Louisiana,18,22,45,2003 ,Ballot Measure 11,Mineral Revenues, Legislative Referendum , Special,1,59,0,0, Budgets ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,180
LA87,LA,Louisiana,18,22,45,2003 ,Ballot Measure 4,Education, Legislative Referendum , Special,1,60,0,0, Education: PreK-12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,180
LA88,LA,Louisiana,18,22,45,2003 ,Ballot Measure 6,Highway Projects, Legislative Referendum , Special,1,60,0,0, Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,180
LA89,LA,Louisiana,18,22,45,2003 ,Ballot Measure 3,Property Rights, Legislative Referendum , Special,1,61,0,0, Land Use/Property Rights ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,180
LA90,LA,Louisiana,18,22,45,2003 ,Ballot Measure 9,Lottery Proceeds for Education, Legislative Referendum , Special,1,64,0,0, Education: PreK-12 | Gambling & Lotteries ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,180
LA91,LA,Louisiana,18,22,45,2003 ,Ballot Measure 2,Louisiana Coastal Restoration Fund, Legislative Referendum , Special,1,67,0,0, Budgets | Drug/Alcohol/Tobacco Policy | Environmental Protection | Natural Resources ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,180
LA92,LA,Louisiana,18,22,45,2003 ,Ballot Measure 1,Wetlands Conservation and Restoration Fund, Legislative Referendum , Special,1,67,0,0, Budgets | Environmental Protection | Natural Resources ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,180
LA93,LA,Louisiana,18,22,45,2004 ,Amendment 4,Agricultural and Seafood Products Support Fund, Legislative Referendum , General,1,67,0,0, Agriculture | Budgets | Business & Commerce ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,180
LA94,LA,Louisiana,18,22,45,2004 ,Amendment 1,Marriage in Louisiana, Legislative Referendum , Primary,1,77.80000305,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,180
LA95,LA,Louisiana,18,22,45,2004 ,Amendment 2,Homestead Exemption from Property Taxes, Legislative Referendum , General,1,78,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,180
LA96,LA,Louisiana,18,22,45,2004 ,Amendment 3,Preference Points for Veterans for Civil and State Police Service, Legislative Referendum , General,1,81,0,0, Labor & Employment | Military & Veterans Affairs | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,96,180
LA97,LA,Louisiana,18,22,45,2004 ,Amendment 1,"Right to Hunt, Fish and Trap", Legislative Referendum , General,1,81,0,0, Animal Rights/Hunting & Fishing | Civil & Constitutional Law | Natural Resources ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,180
LA98,LA,Louisiana,18,22,45,2006 ,Amendment 6,Provides Procedures for the Expropriation of Property, Legislative Referendum , Primary,1,50,0,0, Land Use/Property Rights ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,180
